field_index,ra0_deg,dec0_deg,target_name,n_target_names,Nvisits,field_mjd_min,field_mjd_max,field_span_days,field_span_years,ebv_mw,R_u_mw,A_u_mw,R_g_mw,A_g_mw,R_r_mw,A_r_mw,R_i_mw,A_i_mw,R_z_mw,A_z_mw,R_y_mw,A_y_mw
59,168.10787184559985,-22.175114808922775,lowdust,1,728,61428.26134593558,64852.003207772395,3423.7418618368174,9.373694351367057,0.041923217475414276,4.757217815396922,0.1994378770528004,3.6605664439892616,0.1534627231145657,2.70136780871597,0.11325003012588293,2.0536599130965882,0.08609603115728866,1.5900964472616756,0.06666195916543484,1.3077049588254708,0.05482319938251788
60,174.1205429227206,-12.093463153346095,lowdust,1,762,61219.98817922485,64854.04547717725,3634.0572979524004,9.949506633682137,0.030700495466589928,4.757217815396922,0.14604894397517404,3.6605664439892616,0.11238120351884354,2.70136780871597,0.0829333301650766,2.0536599130965882,0.06304837685193927,1.5900964472616756,0.04881674877059782,1.3077049588254708,0.040147190160058535
61,237.0282486417503,-5.5535438958928545,lowdust,1,689,61209.11078058379,64848.104086132844,3638.9933055490546,9.963020685965926,0.2083999365568161,4.757217815396922,0.9914038909156739,3.6605664439892616,0.762861814689372,2.70136780871597,0.5629648799530335,2.0536599130965882,0.42798259559860546,1.5900964472616756,0.3313759987285519,1.3077049588254708,0.2725256304542619
62,83.87522290474065,8.701317522621503,nes,1,200,61251.42941878956,64814.970704278654,3563.5412854890965,9.756444313454063,0.32127830386161804,4.757217815396922,1.5283908708309952,3.6605664439892616,1.1760605782976246,2.70136780871597,0.8678908676906427,2.0536599130965882,0.6597963735882698,1.5900964472616756,0.510863489552616,1.3077049588254708,0.4201372311228743
63,232.7711612896085,13.307221638020225,lowdust,1,737,61209.12423917887,64854.25433624847,3645.130097069603,9.979822305460925,0.039715319871902466,4.757217815396922,0.18893442723880183,3.6605664439892616,0.14538056723538606,2.70136780871597,0.10728568661481498,2.0536599130965882,0.08156176035673442,1.5900964472616756,0.06315118903017314,1.3077049588254708,0.051935920737826616
64,339.45874012109834,-0.83742964406699,lowdust,1,683,61213.38157716314,64856.31571737633,3642.9341402131904,9.973810103253088,0.04561363905668259,4.757217815396922,0.21699401634553525,3.6605664439892616,0.16697175651913027,2.70136780871597,0.12321921618611183,2.0536599130965882,0.0936749020211659,1.5900964472616756,0.07253008541070739,1.3077049588254708,0.059649181984498985
65,99.22405807902656,-86.63437332105309,scp,1,115,61221.432774951165,64777.099426343266,3555.666651392101,9.734884740293227,0.17285972833633423,4.757217815396922,0.8223313792062814,3.6605664439892616,0.6327645210650847,2.70136780871597,0.46695770555116106,2.0536599130965882,0.354995094673096,1.5900964472616756,0.27486363990222346,1.3077049588254708,0.226049523926648
66,36.86461338583532,21.09116786613952,nes,1,178,61297.35284043942,64666.126406183816,3368.773565744399,9.223199358643118,0.15898434817790985,4.757217815396922,0.7563231735212199,3.6605664439892616,0.581972770059562,2.70136780871597,0.42947520025749714,2.0536599130965882,0.3264997826627641,1.5900964472616756,0.25280044720790773,1.3077049588254708,0.2079046204878879
67,324.69819780025637,-3.571098371548146,lowdust,1,694,61213.346328439344,64852.35298251523,3639.0066540758853,9.963057232240617,0.03910169005393982,4.757217815396922,0.18601525653673115,3.6605664439892616,0.14313433451472077,2.70136780871597,0.10562804677810245,2.0536599130965882,0.08030157339810377,1.5900964472616756,0.062175458436696904,1.3077049588254708,0.05113347398199369
68,250.51389083511444,-20.27290238105336,"bulgy, dusty_plane",1,663,61209.224382592816,64856.22777783856,3647.003395245745,9.984951116347009,0.394201397895813,4.757217815396922,1.8753019129243325,3.6605664439892616,1.4430004093110722,2.70136780871597,1.0648829664265846,2.0536599130965882,0.8095556085452689,1.5900964472616756,0.6268182422997184,1.3077049588254708,0.5154991228042871
69,88.7239576867836,-30.356597619759512,lowdust,1,777,61320.37810841178,64798.98341735473,3478.605308942948,9.523902283211356,0.03254721313714981,4.757217815396922,0.15483418217756983,3.6605664439892616,0.11914123625521707,2.70136780871597,0.08792199383211402,2.0536599130965882,0.06684090690277522,1.5900964472616756,0.05175320797765045,1.3077049588254708,0.04256215201540031
70,59.006375098010075,-57.41584259908189,lowdust,1,717,61226.445923343905,64853.4287096616,3626.982786317698,9.93013767643449,0.02125323750078678,4.757217815396922,0.10110628007360484,3.6605664439892616,0.07779888802151429,2.70136780871597,0.057412811615620465,2.0536599130965882,0.043646921878886934,1.5900964472616756,0.033794697442809676,1.3077049588254708,0.02779296407087433
71,348.7070896865765,-59.296361343208225,lowdust,1,689,61208.429570852946,64854.402997210236,3645.97342635729,9.98213121521503,0.018138639628887177,4.757217815396922,0.0862894595896067,3.6605664439892616,0.06639769556511824,2.70136780871597,0.048999137187375606,2.0536599130965882,0.03725059708395077,1.5900964472616756,0.02884218643205334,1.3077049588254708,0.02371998898904396
72,309.9176507657807,-30.670238461729646,lowdust,1,777,61209.389676894316,64852.30277315474,3642.913096260425,9.973752488050446,0.07383684813976288,4.757217815396922,0.35125796940323706,3.6605664439892616,0.27028468863034694,2.70136780871597,0.1994604846618051,2.0536599130965882,0.15163577513403143,1.5900964472616756,0.11740770990403682,1.3077049588254708,0.09655681245641115
73,3.581061729325949,-45.41917507267728,lowdust,1,685,61208.440736747274,64853.41597089569,3644.9752341484127,9.979398313890247,0.011563017033040524,4.757217815396922,0.05500779062931844,3.6605664439892616,0.04232719214242441,2.70136780871597,0.031235961984690117,2.0536599130965882,0.02374650455520837,1.5900964472616756,0.018386312303863978,1.3077049588254708,0.015121014713090476
